news_id,category,subcategory,title,abstract
N42916,health,wellness,How to make your firm mattress softer,New mattress too hard? Try these tips before you return it.
N54540,health,wellness,Mark Ronson Comes Out as Sapiosexual Here's What That Means,Someone who identifies as sapiosexual is attracted to another person's intelligence or mind.
N33408,travel,traveltripideas,27 natural wonders everyone should see in their lifetime,"From a pink lake in Australia to ice-blue terraces in Turkey, there are plenty of naturally-occurring phenomena to explore across the globe."
N40802,sports,football_nfl,Darius Slay's Detroit Lions tenure is destined to end soon. Here's why,"If the Detroit Lions don't want to give Darius Slay a new contract this offseason, it might be in their best interests to trade him."
N53451,travel,travelnews,Qantas test flight completes record 19-hour non-stop flight from New York to Sydney,"Australian airline Qantas has completed the longest non-stop commercial passenger flight, researching the potential impacts of ultra-long haul flights on pilots, crew and passengers."
N35907,foodanddrink,recipes,How To Make Hard Boiled Eggs In An Instant Pot (In Half The Time),An Instant Pot-obsessed viewer demonstrates how to hard boil eggs in your Instant Pot in just 6 minutes.
N3912,tv,tv-gallery,12 New Stars About to Burst Onto Your TV Screens This Fall,"The next George Clooney or Edie Falco might be a little-known actor getting their big break this year. This fall, here are the rising stars to watch."
N42527,entertainment,gaming,"Star Wars Jedi: Fallen Order trophies have already leaked, and they contain big story spoilers","Leaked online, the full list of trophies has"
N33207,autos,autosclassics,Do You Know Where This Mustang Is?,Bruce and Jean Houston want to find their 1969 Mach 1; can you help?
N8767,finance,finance-companies,Amazon's control of e-commerce has changed the way we live,"Amazon wasn't the first company to deliver items directly to consumers. But between 2000 and 2010, it was the only one that mattered."
N50010,sports,basketball_nba,"One win from title, Astros enlist Olajuwon, Drexler for first pitch","In 1995, Hakeem Olajuwon and Clyde Drexler were the cornerstones of the Houston Rockets' second NBA championship team."
N38446,sports,football_ncaa,"Kiffin reprimanded, fined for tweet blasting Conference USA officials",Lane Kiffin's social media use got him in some hot water after a tough loss to Marshall on Saturday.
N6163,lifestyle,lifestylehomeandgarden,25 photos of tiny living spaces around the world,"From ""coffin homes"" in Hong Kong to compact apartments in the US and Europe, here are some of the smallest homes from around the world."
N11592,travel,traveltips,"The biggest red flag to look out for when checking into a hotel, according to a professional traveller who has stayed in over 3,000","First impressions count, and Philippe Kjellgren explained to Insider why a hotel's check-in experience says a lot about the establishment."
N16873,news,newsus,New law allows minors in Oklahoma liquor stores,"A new law that went into effect Friday allows minors to enter liquor stores in Oklahoma as long as they are accompanied by a parent or guardian. Sign up for our Newsletters Bryan Kerr, the owner of Moore Liquor, said he and employees saw several come through the doors with their parents. ""We've already seen, gosh, at least a dozen people come in today, brought their kids in that normally would have to find care for those children,"" Kerr said...."
N60669,news,newsworld,"Everything we know about Thailand's eccentric King Rama X, who married his bodyguard, gave his dog a 4-day funeral, and is legally immune from bad press","Little is known about the royal family in Thailand, which has strict laws forbidding people from defaming the King Maha Vajiralongkorn and his family."
N44178,sports,football_nfl,Ravens vs. Seahawks: Bold Predictions,"Following back-to-back divisional wins over the Pittsburgh Steelers and Cincinnati Bengals, the Baltimore Ravens (4-2) now travel to Seattle to face the Seahawks (5-1). Winning in Seattle before an upcoming bye week is crucial for the Ravens, as they look to further distance themselves in the divisional race. Spencer Schultz: Neither team is able to find the end zone in the first half, and despite rumblings of a shootout, the two teams combine..."
N46502,sports,golf,2019-20 PGA Tour tournament winners,Check out all the winners on the PGA Tour in the 2019-20 season.
N10013,autos,autosenthusiasts,The one and only Chevy eCOPO Camaro electric drag-racer is for sale,"After serving its life as a development vehicle, the eCOPO is off to find a new home."
N14629,lifestyle,advice,Help! My Friend Is Getting Married on a Southern Plantation. Can I Skip It?,"I don't want to make it seem like I'm putting her down, but I'd prefer not to attend an event that's taking place there."
N37472,sports,racing,Truex Jr.: 'I can't believe we just won Martinsville',"Martin Truex Jr. celebrates in front of the fans after winning at Martinsville Speedway, securing his spot in the Championship 4 at Homestead-Miami Speedway."
N9220,news,newsworld,"What every Michigander needs to know about Canada, Justin Trudeau","While U.S. presidential politics dominated American airwaves, across the Detroit River, Canadians had a more civil but important election."
N34476,lifestyle,lifestylebeauty,The 15 Best Hairstyles With Bangs to Try Right Now,Take a cue from some of your favorite celebs.
N20312,news,newsus,Man accused of peeping into bathroom stalls in Long Island Verizon building,
N7212,movies,movievideo,Trailer - Ad Astra,Trailer 3
N18062,sports,football_ncaa,Bowl projections for Minnesota after Week 9,"Gopher fans may dream of Pasadena, but the experts predict a flight to Florida"
N31931,news,newscrime,Florida man arrested in beating death of peeping Tom,Victor Vickery had been in bed with his girlfriend when they heard a man with a history of peeping at their window.
N9615,health,fitness,How David Boreanaz Stays 'Seal Team' Fit at Age 50,"Boreanaz, who doesn't seem to have aged, is in incredible shape (maybe he really is a vampire?), and must maintain it in order to play such a nonstop character."
N35827,lifestyle,lifestylehomeandgarden,Here's How Halloween Decor Has Changed Over the Years,Warning: the 1800s were especially spooky.
N59440,finance,markets,Can an inheritance be too big?,"Some wealthy parents are concerned that after a certain point, money passed down will be damaging to the next generation."
N47186,sports,football_nfl,Report: Jaguars QB Gardner Minshew could be playing for his job Sunday,Minshew has taken Jacksonville by storm in 2019 but veteran Nick Foles is almost ready to return from a shoulder injury.
N46131,sports,football_nfl,Jets looking to trade Le'Veon Bell before Tuesday deadline: sources,"Could Le'Veon Bell's time with the Jets already be coming to an end? The Daily News has learned that Gang Green is amenable to dealing the perennial Pro Bowl running back for the right price before the 4 p.m. trade deadline. Although it's unclear what that price tag has been during discussions, there are legitimate buyers. The Jets would unload a big salary as general manager Joe Douglas looks to reshape the roster. Keep an eye on the Texans,..."
N40724,health,wellness,Amy Schumer Shares 10-Pound Weight Loss on Instagram After Jessica Simpson Goes Viral,Jessica Simpson made headlines for losing 100 pounds in six months after giving birth. Amy Schumer says she's lost 10 pounds and $100 to her sister playing poker.
N9868,sports,football_nfl,"Patriots 27, Browns 13: 10 quick thoughts from milestone win","FOXBOROUGH -- The Patriots got their biggest test since Week 4 in Buffalo, and they passed. While it wasn't their most dominant performance in the last several weeks, led by their defense, the Patriots beat the Browns 27-13 at Gillette Stadium to improve to 8-0 on the year. The win was No. 300 overall for Bill Belichick. Here are 10 quick thoughts on the game. 1. The Patriots defense was the story again. It finished with five sacks, an..."
N30417,finance,financenews,Can Gov. Gretchen Whitmer's OT plan help workers?,Gov. Gretchen Whitmer last week proposed a change in state rules making more salaried workers eligible for overtime pay.
N24024,tv,tv-gallery,The most significant TV show debuts by year for the last 25 years,"Every year, dozens of new TV shows debut. That's especially true in this modern era of streaming, when places like Netflix seem to have a new show every day. We've looked back at the last 25 years of television to find the most significant show that debuted in each of those years."
N33604,news,newsus,"California is first state to ban the sale of fur clothing, beginning in 2023","SACRAMENTO   People in the market for mink coats or chinchilla vests will soon need to shop elsewhere, now that California will become the first state in the nation to ban new fur clothing."
N8500,autos,autossema,Toyota Supra 3000GT Concept Has Big Fenders and an Even Bigger Wing,TRD will reveal the full car at SEMA next month.
N27608,news,newsworld,Trump says likely Baghdadi successor killed by U.S. troops,President Donald Trump said on Tuesday the U.S. military had killed the person who likely would have succeeded Abu Bakr al-Baghdadi as the leader of Islamic State.
N13061,sports,more_sports,"Manuel Diaz, Sophie Chevrier win Ironman 70.3 Arizona triathlon titles","Manuel Diaz of Phoenix won Ironman 70.3 Arizona on Sunday, the first half Ironman title for the native Spaniard."
N18977,health,weightloss,How Woman Lost 280 Pounds Naturally!,"Through exercise and diet, April lost 280 pounds in three years."
N4145,movies,movies-gallery,1980s blockbusters that are being resurrected   whether you like it or not,"From sci-fi thrillers like ""Dune"" to classic, campy films like ""Clue,"" plenty of films from the '80s are set to get an update."
N25300,travel,traveltripideas,"I stayed in one of Italy's ghost towns that's selling off homes for $1, and I was treated like royalty","I stayed in Sambuca, the charming Sicilian town which has received the most widespread media coverage for its $1 housing scheme."
N59872,weather,weathertopstories,"Fire In Moffat Destroys 3 Homes, Building",Investigators in the town of Moffat in the San Luis Valley are trying to figure out what started a fire on Tuesday afternoon that wound up destroying an entire city block.
N162,lifestyle,lifestylepets,Looking to adopt a pet? Here are 5 lovable kitties to adopt now in St. Louis,See listings of cats up for adoption at pet adoption centers in and around St. Louis.
N9106,sports,basketball_ncaa,"Kentucky, Louisville basketball recruiting: Devin Askew may reclassify",Mater Dei High School point guard Devin Askew is one of the top recruits for Louisville and Kentucky basketball. And he's not ruling out reclassifying
N14341,foodanddrink,tipsandtricks,How to Clean Your Dingy Baking Sheets So They Look Like New Again,"Welcome to Cookware Week! We're sharing our favorite cookware sets, accessories, and kitchen appliances, plus intel on how to care for all of it, the best recipes to make with every piece, and exclusive sales for Chowhound readers. Baking sheets are somewhat of a point of contention in my house. You see, I have my nice, big, pristine aluminum baking pans, and if you don't know how to clean cookie sheets the right way, you don't get to use my..."
N11723,news,newsus,"Remembering Elijah Cummings, a man who built bridges","Meet the Press remembers Rep. Elijah Cummings, who passed away this week."
N4032,video,viral,Truck driver performs incredibly dangerous maneuver,"A risky maneuver was filmed on a road in Brazil. Watch as the truck breaks at high speed and then rocks the trailer from side to side, lifting the wheels off the road. This challenge is known in Brazil as ""quebra de asa""."
N14442,sports,baseball_mlb,Saturday open thread,An open thread for the first weekend without baseball.
N47326,autos,autosenthusiasts,Do It For The Gram II: 15 Most Popular Supercars On Instagram,
N60604,foodanddrink,restaurantsandnews,Open all hours: the best 24/7 restaurant in every state,"Craving a late-night feast? Whether you're after a belly-busting breakfast or some post-bar comfort food, the USA has plenty of spots to fill you up after hours. From retro-style diners to low-key Mexican joints, we've picked the best 24-hour restaurant in every state."
N28119,sports,baseball_mlb,Why Game 5 could have been Gerrit Cole's last with the Astros,
N31224,news,newsus,"Shepard Smith's departure from Fox News could further push out facts, staffers fear",As soon as Shep Smith's departure from Fox News was emotional enough as is -- he didn't want a tearful goodbye in his studio or the newsroom.
N57140,sports,football_nfl,NFL Draft: Ranking the 30 quarterbacks selected in the first round in this decade,NFL Draft: Ranking the 30 quarterbacks selected in the first round in this decade
N27395,lifestyle,lifestylebuzz,Fans flock to the 'Joker' stairs in the Bronx for perfect Instagram picture,
N5873,travel,traveltripideas,17 Historic and Unusual Post Offices Across America,"You don't have to be a fan of snail mail to appreciate these historic, quirky, and awe-inspiring places to send a letter. Some date back to the early 1800s and some still move the mail the same way it was delivered in the 19th century. Take a look and see if these post offices don't earn your stamp of approval."
N1761,news,newsworld,"Security forces kill protester in Iraq, wound dozens","Iraqi security forces fired tear gas and live ammunition to disperse thousands of anti-government protesters Saturday, killing at least one and wounding more than 200 in the capital Baghdad and in the country's south, police officials and a semi-official human rights commission said."
N42421,finance,finance-retirement,Disaster looms as only half of Gen X saves for retirement,"Americans tend to earn the most money from their late 30s to early 60s, making it a crucial period for socking away extra income for retirement."
N60724,lifestyle,voices,I'm A Queer Woman Dating A Trans Man   & No One Knows,"I'm a queer woman partnered with a transgender man, but everyone assumes we're a heterosexual couple. On the surface, we're the quintessential Brooklyn duo: We have tasteful tattoos and piercings, we shop at food co-ops, we attend spin class together, and we're creative yet gainfully employed. But while this relationship afforded me the privilege of banal nonconformity, I lost a piece of myself when I got together with my once-gym buddy, James...."
N25156,health,nutrition,Nuts May Be the Key to Preventing Weight Gain Here's How to Maximize Their Benefits,"A new study from Harvard University found that an increased intake of nuts was associated with less weight gain, despite being calorically dense."
N20393,lifestyle,voices,I Used to Clean Houses. Then I Hired a Maid.,"I know how grueling the job can be, and I swore I'd never ask someone to do it for me. But then I found myself in need of help."
N54298,lifestyle,lifestyledidyouknow,These Stunning Photos of Fall Foliage Remind Us Why We Love Autumn,Warning: serious fall vibes ahead.
N28323,entertainment,celebrity,"From Dust in a Cup to Belly Buttons, Here Are All of Hollywood's Strangest Fears and Phobias",We would have never guessed
N25180,foodanddrink,foodnews,Libby's just made a big change to its classic pumpkin pie recipe,The go-to dessert recipe for many Thanksgiving parties has been updated for the first time in decades.
N4643,tv,tv-celebrity,Julianne Hough Mourns the Deaths of Her Two 'Babies' Lexi and Harley: 'I Am Forever Grateful',Julianne Hough Mourns the Loss of Her Two 'Babies' Lexi and Harley
N40628,health,medical,When Not to Get Your Flu Shot,There are certain times when a flu shot may be more dangerous to you than the illness itself.
N62539,news,newspolitics,Mueller interview notes obtained by CNN show Trump's push for stolen emails,"President Donald Trump and other top 2016 Trump campaign officials repeatedly privately discussed how the campaign could get access to stolen Democratic emails WikiLeaks had in 2016, according to newly released interview notes from Robert Mueller's special counsel investigation."
N59011,sports,football_nfl,Arthur: The Seahawks haven't proved that they're contenders yet,"The 2019 Seahawks are a good team. They've been really good in spurts. But they're not a great team. Not right now, at least. The Atlanta game Sunday offered the latest example. After a 24-0 shutout of the Falcons through 30 minutes, where they dominated both sides of the ball, their sharpness evaporated. Seattle's defense was exposed by Atlanta's offensive outburst, and the offense left its firepower in the first half. What should've been a..."
N23984,autos,autosmotorcycles,25 Iconic Motorcycles From the Past 125 Years,"Legendary brands like Harley-Davidson, Honda, Indian, and Triumph have left indelible marks on motorcycle history with bold, powerful, aesthetically breathtaking bikes. See if any of your favorites are here and find out which manufacturers laid tracks before them."
N4236,lifestyle,lifestylefamilyandrelationships,"6 problematic things parents do that can make their children insecure, withdrawn, drug-dependent, or otherwise worse off as they grow up","When a parent is stressed, depressed, abusive , or over-involved, their kids respond   with mental health impacts for a lifetime."
N60489,news,newsscienceandtechnology,Amazon fish wears nature's 'bullet-proof vest' to thwart piranhas,Amazon fish wears nature's 'bullet-proof vest' to thwart piranhas
N14017,sports,mma,UFC on ESPN 6 matchmaker: Who's next for Chris Weidman after loss to Dominick Reyes?,"MMA junkie's Mike Bohn plays matchmaker and looks ahead to what makes sense for Chris Weidman in this edition of ""Sean Shelby's Shoes."""
N43462,entertainment,entertainment-celebrity,A Year of Wins! MLS Stars Alex Morgan and Servando Carrasco Expecting a Daughter,Alex Morgan and Servando Carrasco Expecting Daughter
N51204,news,newsus,Anderson leaders anticipate AU football to 'spur the economy',Anderson University's plans for a football program are expected to have a positive impact on the greater Anderson community.
N54907,weather,weathertopstories,"Nearly 50,000 ordered to evacuate Los Angeles-area homes as Tick Fire picks up speed, jumps freeway","Nearly 50,000 people near Los Angeles are evacuating due to the Tick Fire; meanwhile in northern California, the Kincade Fire has grown to 25 miles."
N34721,news,newsus,Officials eye explosion at California fuel site after quake,Officials were trying to determine Wednesday if a 4.5 magnitude earthquake triggered an explosion at a fuel storage facility in the San Francisco Bay Area that started a fire and kept thousands of people in their homes for hours because of potentially unhealthy air.
N12100,sports,football_nfl,Panthers attempt rare fair catch kick against Bucs in London,"If fans in London were confused by what was going on to close out the first half of Sunday's game between the Carolina Panthers and Tampa Bay Buccaneers, they certainly were not alone."
N19220,lifestyle,lifestyleroyals,55 Photos of the Spanish Royal Family Then and Now,They've always been so photogenic.
N13746,sports,basketball_nba,"High school jersey LeBron wore on 'Chosen One' SI cover sold in auction for $184,500","The high school jersey that LeBron James wore on the ""Chosen One"" Sports Illustrated cover sold in auction for $184,500."
N64403,music,music-celebrity,Kanye West Says He Got a $68 Million Tax Return,"When the 405 freeway gets to be too much, take to the skies. James Corden welcomed Kanye West to ""The Late Late Show"" Monday, when the rapper-turned-gospel artist welcomed the CBS host to his gigantic airplane. This one, the setting for the first ever ""Airpool Karaoke,"" comes complete with a 100-person choir."
N37983,sports,baseball_mlb,Nationals on ropes after another home World Series loss in Game 5,"After losing the first two games of the World Series, the Astros have won the last three and are now on the brink of a World Series title."
N45955,foodanddrink,tipsandtricks,We Tried 13 Kinds of Store-Brand Mac and Cheese and These Are the Best,"Find out which store-brand macaroni and cheese boxed dinner tastes the most like Kraft and Annie's. We tested mac and cheese from Walmart, Target, Aldi, Trader Joe's, Whole Foods, H-E-B, and Randall's to find the best macaroni and cheese, shells and cheese, and organic white cheddar varieties."
N49821,tv,tv-gallery,"The 20 best TV shows of 2019 so far, according to critics","The best TV shows of the year so far, according to critics, include HBO's ""Chernobyl"" and Netflix's ""When They See Us."""
N31585,finance,finance-companies,Industries that will struggle to survive the next 20 years,"Industries have always come and gone thanks to changes in society. Whether it's down to advances in technology, lack of demand or government policies, no sector is completely safe."
N7503,sports,football_nfl,Packers wide receiver Davante Adams to miss Monday's game with toe injury,Adams has been dealing with a painful toe injury and their is no timetable for his return.
N41882,health,wellness,The Most Obese City in Every State,It is old news that obesity is a major problem in this country today.
N35000,video,news,Rep. Titus: Evidence for Trump's removal 'just keeps building',"Following 100 hours of closed-door testimony from 13 witnesses, the House impeachment probe is set to enter its public phase. Rep. Dina Titus (D-NV), who has sat in on several of those hearings, joins Alex Witt to discuss her biggest takeaways from those depositions."
N53688,news,newsworld,3 US diplomats detained near secret Russian military training ground: officials,"Three U.S. diplomats were removed from a train and detained Monday near a mysterious military site in northwestern Russia where a deadly explosion and radiation leak took place, according to officials."
N46816,finance,financenews,Answer Man: Huge elms at Fuddruckers to be cut down? Free firewood?,"A reader asks about two huge, old elms at Fuddruckers and if they're going to be cut down."
N39417,news,newsus,They murdered this woman: Texans outraged after an officer shoots a black woman in her own home,Atatiana Jefferson's neighbor asked police to check on her open door. A responding Fort Worth officer fatally shot her through a window.
N47868,video,news,These are the deadliest mass shootings in modern US history,These are some of the deadliest single day mass shootings in US history from 1966 to the present.
N45354,news,newspolitics,Impeachment has put Trump in a different place. He's showing it every day.,"With tweets, speeches and exchanges with reporters, the president has amped up his combativeness in the face of the impeachment inquiry."
N14358,weather,weathertopstories,"South-central US to face nighttime severe storms, isolated tornadoes at end of weekend","Severe thunderstorms with the potential for isolated tornadoes will threaten the south-central United States after dark on Sunday. The necessary ingredients for thunderstorm development are not expected to come together until Sunday evening, leaving the afternoon hours dry, sunny and very warm across the region. However, weather conditions are predicted to change rapidly after sunset."
N41643,health,weightloss,This Guy Overcame Depression to Hit the Gym and Lose More Than 200 Pounds,"Andrew Goldblatt's turning point came when he had a seizure in his bedroom. Paramedics rushed to help, but because of Goldblatt's size, they had no way to get him to the hospital."
N122,finance,financenews,"LIVE UPDATES: 'I went into warrior mode,' Markeith Loyd concludes testimony, defense rests its case","Markeith Loyd is on trial in Orange County, facing a first-degree murder charge in the shooting death of his pregnant ex-girlfriend, Sade Dixon."
N45847,finance,finance-companies,LVMH wants to buy Tiffany's for $14.5 billion,"Tiffany & Co. could be a crown jewel for French luxury powerhouse that owns Louis Vuitton, Dior, Givenchy and more"
N29695,autos,autosenthusiasts,Crate Coyote: Breaking 600hp With a TB & Ported Intake!,Car Craft breaks the 600hp barrier on Ford Performance's Gen 3 Coyote crate engine with help from a bigger throttle body and ported intake.
N50048,autos,autostrucks,Roush Claims F-150 Nitemare Is 'World's Quickest Production Truck',"It goes 0-60 in 3.9 seconds, but there are some catches."
N13292,news,newsus,Detectives investigate potential threat at Westland Middle School in Maryland,"Montgomery County police confirmed detectives are investigating a death threat at Westland Middle School in Bethesda. Police said detectives are working with Montgomery County Public Schools to investigate the potential threat. There may be an increased presence of police officers at the school Tuesday out of an abundance of caution, police said. Andrea Rinaldi's daughter goes to the middle school. She kept her daughter home from school because..."
N52221,sports,football_nfl,Report: Alex Smith had 17 surgeries to repair broken leg,The Redskins quarterback revealed recently that he had many more surgeries on his broken leg than the six that were previously reported.
N54405,video,viral,Woman Who Said She Was Too Pretty for Jail Gets No Time,"Lauren Cutshaw went viral last year when she said she was too pretty to go to jail after she was arrested for DUI. The judge in her case seems to agree as Cutshaw, 34, is being given a sweet deal, including no time behind bars. She even gets to keep her driver's license. Cutshaw, a real estate agent from South Carolina, was pulled over after blowing through a stop sign at more than twice the speed limit on Aug. 5, 2018. Her bratty whining on the way to jail caused the incident to go viral."
N40490,movies,movienews,Sienna Miller hits out at 'dangerous' trend of type-casting actors to fit roles - 'liberal is becoming almost fascistic',"In an interview the American-British actor, 37 opened up about her opinions on the film industry, criticising the 'whitewashing' of roles. She also said she called Harvey Weinstein 'Pops'."
N48120,foodanddrink,foodnews,Why Using Your Microwave's Popcorn Button Is a Bad Idea,"Pressing the ""popcorn"" button couldn't be easier, but it almost definitely won't yield the best popcorn. Here's what you should do instead."
N50187,news,newsopinion,Grover Norquist: Elizabeth Warren wants to raise taxes for middle-class Americans   Not just the rich,Elizabeth Warren fashions herself a serious policy person who will level with the American people. But she's just another tax-and-spend liberal who has a problem telling the truth.
N10839,news,newsus,"Tree of Life Synagogue to reopen as ""symbol against hatred""",Pittsburgh synagogue is the site of a 2018 mass shooting where 11 people were fatally shot.
N19931,news,newsbusiness,'Disaster after the disaster:' Fighting insurance over tornado damage,"Insurance companies have become an obstacle to some people rebuilding from the Memorial Day tornadoes, a Dayton Daily News investigation found."
N51409,autos,autosnews,Mini Countryman Facelift Spied Hiding A Little Secret,Minor visual tweaks are coming for the 2021 model year.
N50304,sports,more_sports,DOWLING CAPITALIZES ON WILD FINISH TO SCORE TTOMS VICTORY AT SEEKONK; WILLIAMS CROWNED SERIES CHAMPION,"? Chase Dowling (Credit: NASCAR Hometracks photo.) Source: Dale Wolbrink/TTOMS PR Media Contact: Dale Wolbrink, 508.847.0565, r Rookie Gluchacki Cashes in For LM Win; Hopkins PASS Winner Seekonk, Mass. (October 26, 2019): Like any good Halloween haul, there was a mixed bag following the second annual Haunted Hundred for the Tri-Track Open Modified Series (TTOMS) at Seekonk Speedway on ..."
N16495,sports,basketball_ncaa,"Michigan basketball has changed a lot in 2019, but here's what's the same: Zavier Simpson","Zavier Simpson dished out 11 assists in Michigan basketball's exhibition victory over Saginaw Valley State, most of which came in transition."
N17771,health,medical,The 37 Worst Pieces of Skin Care Advice Dermatologists Have Ever Heard,"When it comes to skin care, (expensive!) myths abound. Here, top dermatologists share how to separate fact from fiction."
N8928,weather,weathertopstories,U.S. cities with the cleanest air,"The U.S. Environmental Protection Agency collects data on the air quality in American cities every year, and it turns out, residents in some places breathe easier than those living in other parts of the U.S. Stacker analyzed EPA's 2018 Outdoor Air Quality Data to bring readers this gallery featuring the top 50 U.S. cities with the cleanest air."
N53224,movies,movies-gallery,The greatest acting one-hit wonders,"We often talk about one-hit wonders in music (shout out to Natalie Imbruglia, Men Without Hats and the rest of the gang). However, there are acting one-hit wonders too. For this exercise, here is how we are defining an acting one-hit wonder."
N52018,news,newsworld,Trump's Abrupt Shifts in Middle East Unnerve U.S. Allies,"President Trump's surprise acquiescence to a Turkish incursion into northern Syria this week has shaken American allies, and not just because it was a betrayal of a loyal partner. What alarmed them even more was his sheer unpredictability."
N40091,news,newsus,"Census Bureau Seeks Driver's License Data, Including Citizenship And Eye Color",The U.S. Census Bureau has asked several states to turn over driver's licenserecords that include personal data like eye color as part of President DonaldTrump's effort to obtain citizenship data.The Census Bureau said Tuesday that it requested the information as part ofits effort to use existing government records to compile data on citizenship.The agency said it was requesting the records to comply with Trump's Julyexecutive order asking it to...
N36682,lifestyle,lifestylehoroscope,Your Weekly Horoscope: 21st - 27th October,Find out what's in store for you this upcoming week and make it a great one!
N44047,sports,basketball_ncaa,Bill Self on job status as NCAA investigates Kansas? 'I'm really not concerned',"Kansas received an NCAA notice of allegations in late September, in the wake of accusations of major violations tied to recruiting."
N30179,health,video,Jillian Michaels shares how changing her diet helped her PCOS,"Health and fitness expert Jillian Michaels is opening up about struggling with the hormonal disorder PCOS (polycystic ovary syndrome) as a teenager. Michaels learned she had PCOS at 15 years old in an ""incredibly painful"" way. ""I discovered it because I had a cyst burst on one of my ovaries,"" Michaels shares with Yahoo Lifestyle."
N2472,video,news,World Series champion Nationals parade through downtown DC,The Nationals begin their three-day World Series celebration with parade and rally in Washington D.C.
N13104,weather,weathertopstories,"Denver Weather: Second Storm Hits Sooner Than Expected With More Snow, Record Cold",Snow has returned to the Front Range on Tuesday and will continue through the evening commute. Meanwhile temperatures remain in the deep freeze.
N39932,news,newsfactcheck,Trump's false claim that the rules for whistleblowers were recently changed,"Trump jumped on a report about the change in an online form, but the rules are set by laws and procedures set in place years ago."
N4730,lifestyle,lifestylebuzz,Thousands celebrate Diwali in Edison's new temple,"Step into Edison's BAPS Shri Swaminarayan temple on Sunday, and the first thing you notice is the thousands of people gathering for a Diwali celebration. The second thing you notice is the colors. Hundreds of blue and yellow sweets -- an offering to god -- are stacked high on red risers. Pink and orange sand creates swirling patterns on the floor. Women in purple, green and gold saris serve ..."
N24343,news,newspolitics,5 takeaways from Colorado's 2019 election,The Denver Post politics team puts a fascinating night in Colorado politics into context.
N54822,health,nutrition,"If You Don't Eat a Banana Every Day, This Might Convince You to Start","An apple a day keeps the doctor away? Not so much. Try this fruit, instead."
N28861,lifestyle,voices,"I'm a College Instructor, and This Is the 1 Thing I Wish More Students Did","If there's one piece of advice that I wish someone would have given me before I started college, it's that I should have gone to the office hours to meet with my professors more."
N40447,autos,autossports,Porsche 911 GT3 Touring Spied Showing Off Its Smoother Styling,Porsche keeps the camouflage fairly light but still conceals the major differences from the standard GT3.
N44321,lifestyle,lifestylebuzz,Greensboro Woman Doing Her Part to Help The Less Fortunate,"Teairra Coleman recently moved to Greesnboro, and one thing she has noticed in her time being here, there are quite a few homeless people who aren't getting the help they need. So Teairra decided to step up. She came up with the idea to create care packages for those transit riders that are homeless. These care packages are to include simple everyday hygiene products that those less fortunate may have an issue obtaining. Coleman also took to..."
N62372,news,newsus,Edward Snowden says he found no evidence of aliens in government databases,"Whistleblower Edward Snowden said that he searched databases before he left his job as a contractor for the National Security Agency (NSA) and found no evidence that the government was hiding the existence of aliens.""I know you want there to be aliens,"" Snowden told Joe Rogan during an interview for the ""Joe Rogan Experience"" podcast released Wednesday. ""If we are hiding them - I had ridiculous access to the networks of the NSA, CIA, military,..."
N36300,finance,finance-savemoney,23 Ways You're Wasting Money at Costco,"The warehouse club can save you money, or it can cost you money if you're not careful."
N8763,sports,baseball_mlb,3 Free Agents the Yankees Should Avoid This Offseason,"The Yankees fell just a couple games short of making their first World Series since 2009 this year, and they'll assuredly be back for more in 2020. With their core intact and plenty of money to spend, there's a good chance they'll make a splash or two in free agency this offseason. They just need to avoid making the mistake of signing any of these guys."
N52941,sports,basketball_nba,LeBron brings back iconic pre-game chalk toss,LeBron James teased that he would bring back his pre-game chalk toss and did just that during the Los Angeles Lakers trip to China.
N51736,autos,autosenthusiasts,2020 Ford Mustang Shelby GT500: 8 More GT500 Engine Nuggets,The more you know...
N49185,sports,baseball_mlb,"Arizona Fall League Roundup: Royce Lewis, Fall League MVP",The Twins' top prospect earned some major prospect cred this fall
N13861,kids,fun,Why Americans Use Fahrenheit Instead of Celsius,"Why is there more than one system of measuring temperature to begin with, and why does the United States use the far less common one?"
N17009,tv,tv-gallery,50 Celebrities You Definitely Forgot Busted a Move on 'Dancing With the Stars',Probably the only time you'll ever see Zendaya and Honey Boo Boo on the same list.
N2164,foodanddrink,recipes,The Best Pumpkin Recipes from Across America,Which pumpkin dish earns top marks in your neck of the woods?
N18648,video,animals,Record Breaker! 18-Foot Burmese Python Captured In Florida,Florida's Fish and Wildlife Conservation Commission announced a record-breaking python catch.
N51238,sports,football_nfl,Why the Patriots made a very un-Patriots trade for Mohamed Sanu,The Patriots haven't traded a second-round pick for an age 30 player since ... Corey Dillon.
N39055,tv,tv-celebrity,'Big Brother' star Cassandra Waldon dead at 56,'Big Brother' star Cassandra Waldon died at the age of 56 in September
N10711,news,newsworld,Trump: Erdogan's decision 'didn't surprise me',"Turkey launched an offensive against the Syrian Kurdish forces that the U.S. armed and fought alongside against ISIS, a group Turkey considers a terrorist organization."
N63049,news,newsus,Dangerous Diablo winds fueling Kincade fire with wind gusts up to 76 mph,"Forecasters had been warning for days that dangerous Diablo winds were coming. Now, those conditions have rapidly spread a monster fire in Sonoma County. The Kincade fire was burning out of control, consuming 10,000 acres in just a few hours. Officials expected fire conditions in the Bay Area to improve Thursday afternoon, but smoke issues across the region will worsen Friday. A second round of extreme fire weather will return to the region on..."
